web-scraper-start-url,Name,Constellation,Right ascension,Declination,Apparent magnitude,Distance,Proper motion RA,Proper motion Dec,B-T magnitude,V-T magnitude,Proper names,HD,TYCHO-2 2000,USNO-A2.0,BSC,HIP
https://server6.sky-map.org/starview?object_type=1&object_id=1147&object_name=HD+1,ψ Boo (Nadlat),Bootes,15h04m26.70s,+26Â°56'51.0",4.54,76.687 parsecs,-176,-4.6,6.151,4.653,,,TYC 2027-1405-1,USNO-A2 1125-07155308,,HIP 73745
https://server6.sky-map.org/starview?object_type=1&object_id=1148&object_name=HD+1,ια Lib,Libra,15h12m13.30s,-19Â°47'30.0",4.54,115.473 parsecs,0,0,4.439,4.529,,,TYC 6178-1225-1,USNO-A2 0675-13996104,,HIP 74392
https://server6.sky-map.org/starview?object_type=1&object_id=1149&object_name=HD+1,φβ Lup,Lupus,15h23m09.40s,-36Â°51'31.0",4.54,185.874 parsecs,-17.3,-22.3,4.34,4.499,,,TYC 7325-1692-1,USNO-A2 0525-19267499,,HIP 75304
https://server6.sky-map.org/starview?object_type=1&object_id=1150&object_name=HD+1,HD 138769,Lupus,15h35m53.20s,-44Â°57'31.0",4.54,133.156 parsecs,-21.2,-24.6,4.466,4.676,,,TYC 7848-2378-1,,,HIP 76371
https://server6.sky-map.org/starview?object_type=1&object_id=1151&object_name=HD+1,HD 157950,Ophiucus,17h26m37.90s,-05Â°05'12.0",4.54,30.048 parsecs,0,0,4.979,4.569,,,TYC 5075-717-1,USNO-A2 0825-10498036,,HIP 85365
https://server6.sky-map.org/starview?object_type=1&object_id=1152&object_name=HD+1,3 Sgr,Sagittarius,17h47m33.60s,-27Â°49'51.0",4.54,330.033 parsecs,-3.3,-10.9,5.537,4.656,,,TYC 6836-118-1,USNO-A2 0600-28758495,,HIP 87072
https://server6.sky-map.org/starview?object_type=1&object_id=1153&object_name=HD+1,ρ Cas (Téngshéshíèr),Cassiopeia,23h54m23.00s,+57Â°29'58.0",4.54,3571.429 parsecs,-6.3,-3,6.024,4.628,,,TYC 4009-2605-1,USNO-A2 1425-15769082,,HIP 117863
https://server6.sky-map.org/starview?object_type=1&object_id=1154&object_name=HD+1,γα Cae (Gamma1 Caeli),Caelum,05h04m24.40s,-35Â°29'00.0",4.55,56.721 parsecs,126.7,-43.4,6.148,4.711,,,TYC 7053-2046-1,USNO-A2 0525-01937842,,HIP 23595
https://server6.sky-map.org/starview?object_type=1&object_id=1155&object_name=HD+1,HD 49878 (M Camelopardalis),Camelopardalis,07h00m04.00s,+76Â°58'39.0",4.55,57.372 parsecs,72,-13.9,6.339,4.699,,,TYC 4530-2010-1,USNO-A2 1650-01149467,,HIP 33694
https://server6.sky-map.org/starview?object_type=1&object_id=1156&object_name=HD+1,10 LMi,Leo Minor,09h34m13.40s,+36Â°23'51.0",4.55,53.996 parsecs,6.2,-22.7,5.668,4.64,,,TYC 2500-1532-1,USNO-A2 1200-06338849,,HIP 46952
https://server6.sky-map.org/starview?object_type=1&object_id=1157&object_name=HD+1,ξ Boo (Xi Boötis ),Bootes,14h51m23.30s,+19Â°06'04.0",4.55,6.7 parsecs,0,0,5.575,4.757,,,TYC 1481-722-1,USNO-A2 1050-07312667,,HIP 72659
https://server6.sky-map.org/starview?object_type=1&object_id=1158&object_name=HD+1,ο Sco,Scorpius,16h20m38.20s,-24Â°10'10.0",4.55,361.011 parsecs,-6.3,-16.8,5.486,4.665,,,TYC 6794-552-1,USNO-A2 0600-20269868,,HIP 80079
https://server6.sky-map.org/starview?object_type=1&object_id=1159&object_name=HD+1,63 Cyg,Cygnus,21h06m36.10s,+47Â°38'54.0",4.55,301.205 parsecs,5.6,-1.3,6.584,4.703,,,TYC 3592-7443-1,USNO-A2 1350-13458510,,HIP 104194
https://server6.sky-map.org/starview?object_type=1&object_id=1160&object_name=HD+1,70 Peg,Pegasus,23h29m09.30s,+12Â°45'38.0",4.55,54.526 parsecs,62.5,25.2,5.725,4.638,,,TYC 1168-1611-1,USNO-A2 0975-21293394,,HIP 115919
https://server6.sky-map.org/starview?object_type=1&object_id=1161&object_name=HD+1,2 Cet,Cetus,00h03m44.40s,-17Â°20'10.0",4.55,69.881 parsecs,0,0,4.472,4.527,,,TYC 5838-1288-1,USNO-A2 0675-00026542,,HIP 301
https://server6.sky-map.org/starview?object_type=1&object_id=1162&object_name=HD+1,δ Ret,Reticulum,03h58m44.70s,-61Â°24'01.0",4.56,162.602 parsecs,9.6,-13.4,6.662,4.74,,,TYC 8868-1318-1,USNO-A2 0225-00998594,,HIP 18597
https://server6.sky-map.org/starview?object_type=1&object_id=1163&object_name=HD+1,HD 77912,Lynx,09h06m31.80s,+38Â°27'08.0",4.56,207.9 parsecs,-27.6,-15.3,5.845,4.653,,,TYC 2983-1983-1,USNO-A2 1275-07445004,,HIP 44700
https://server6.sky-map.org/starview?object_type=1&object_id=1164&object_name=HD+1,24 UMa (Shaou Poo),Ursa Major,09h34m28.90s,+69Â°49'49.0",4.56,32.373 parsecs,-63,77.4,5.507,4.633,,,TYC 4376-2052-1,USNO-A2 1575-02989423,,HIP 46977
https://server6.sky-map.org/starview?object_type=1&object_id=1165&object_name=HD+1,3 Cen,Centaurus,13h51m49.60s,-32Â°59'40.0",4.56,91.241 parsecs,-69.6,-22.1,4.342,4.497,,,TYC 7283-2100-1,USNO-A2 0525-16681526,,HIP 67669
https://server6.sky-map.org/starview?object_type=1&object_id=1166&object_name=HD+1,τα Lup,Lupus,14h26m08.20s,-45Â°13'17.0",4.56,317.46 parsecs,-15.6,-14.2,4.35,4.527,,,TYC 8277-3280-1,USNO-A2 0375-21063494,,HIP 70574
https://server6.sky-map.org/starview?object_type=1&object_id=1167&object_name=HD+1,11 Cep,Cepheus,21h41m55.30s,+71Â°18'41.0",4.56,53.908 parsecs,118.7,95.8,5.965,4.659,,,TYC 4470-1875-1,USNO-A2 1575-04762594,,HIP 107119
https://server6.sky-map.org/starview?object_type=1&object_id=1168&object_name=HD+1,ω Ori,Orion,05h39m11.10s,+04Â°07'17.0",4.57,497.512 parsecs,0,-1.4,4.375,4.503,,,TYC 123-2200-1,USNO-A2 0900-01845014,,HIP 26594
https://server6.sky-map.org/starview?object_type=1&object_id=1169&object_name=HD+1,τβ Hya,Hydra,09h31m58.90s,-01Â°11'06.0",4.57,140.647 parsecs,-16.8,-5.6,4.676,4.562,,,TYC 4894-2528-1,USNO-A2 0825-06900214,,HIP 46776
https://server6.sky-map.org/starview?object_type=1&object_id=1170&object_name=HD+1,HD 89682,Vela,10h19m36.80s,-55Â°01'46.0",4.57,456.621 parsecs,-14.5,5.7,6.668,4.739,,,TYC 8604-2441-1,USNO-A2 0300-09319003,,HIP 50555
https://server6.sky-map.org/starview?object_type=1&object_id=1171&object_name=HD+1,HD 93070,Carina,10h43m32.10s,-60Â°34'00.0",4.57,326.797 parsecs,-13.5,3.1,6.775,4.754,,,TYC 8957-4262-1,USNO-A2 0225-09248861,,HIP 52468
https://server6.sky-map.org/starview?object_type=1&object_id=1172&object_name=HD+1,ω Her (Cujam),Hercules,16h25m25.00s,+14Â°02'00.0",4.57,72.098 parsecs,42.2,-58.1,4.575,4.565,,,TYC 971-1433-1,USNO-A2 0975-08318940,,HIP 80463
https://server6.sky-map.org/starview?object_type=1&object_id=1173&object_name=HD+1,HD 165634,Sagittarius,18h08m05.00s,-28Â°27'26.0",4.57,106.61 parsecs,23.6,-31.6,5.726,4.661,,,TYC 6854-4372-1,USNO-A2 0600-30608645,,HIP 88839
https://server6.sky-map.org/starview?object_type=1&object_id=1174&object_name=HD+1,2 Peg,Pegasus,21h29m56.90s,+23Â°38'20.0",4.57,135.685 parsecs,23.4,2.8,6.598,4.7,,,TYC 2188-2203-1,USNO-A2 1125-18448087,,HIP 106140
https://server6.sky-map.org/starview?object_type=1&object_id=1175&object_name=HD+1,2 Lac,Lacerta,22h21m01.60s,+46Â°32'12.0",4.57,156.25 parsecs,23.1,1.1,4.407,4.523,,,TYC 3607-2600-1,USNO-A2 1350-16419371,,HIP 110351
https://server6.sky-map.org/starview?object_type=1&object_id=1176&object_name=HD+1,4 Lac,Lacerta,22h24m31.00s,+49Â°28'35.0",4.57,649.351 parsecs,-5.9,-1.1,4.65,4.591,,,TYC 3615-3021-1,USNO-A2 1350-16555063,,HIP 110609
https://server6.sky-map.org/starview?object_type=1&object_id=1177&object_name=HD+1,δ Scl,Sculptor,23h48m55.60s,-28Â°07'49.0",4.57,43.995 parsecs,99.9,-104.3,4.578,4.572,,,TYC 6988-1337-1,USNO-A2 0600-44732107,,HIP 117452
https://server6.sky-map.org/starview?object_type=1&object_id=1178&object_name=HD+1,HD 22663,Eridanus,03h37m05.70s,-40Â°16'29.0",4.58,67.204 parsecs,-7.7,-25.4,5.866,4.689,,,TYC 7572-1748-1,USNO-A2 0450-01237783,,HIP 16870
https://server6.sky-map.org/starview?object_type=1&object_id=1179&object_name=HD+1,136 Tau,Taurus,05h53m19.60s,+27Â°36'44.0",4.58,134.228 parsecs,4.4,-9.4,4.54,4.55,,,TYC 1871-2618-1,USNO-A2 1125-02954946,,HIP 27830
https://server6.sky-map.org/starview?object_type=1&object_id=1180&object_name=HD+1,κ Pyx,Pyxis,09h08m02.90s,-25Â°51'30.0",4.58,149.477 parsecs,37,-1.1,6.676,4.784,,,TYC 6590-2180-1,USNO-A2 0600-11943103,,HIP 44824
https://server6.sky-map.org/starview?object_type=1&object_id=1181&object_name=HD+1,HD 85622,Vela,09h51m40.80s,-46Â°32'52.0",4.58,332.226 parsecs,-25.1,10.9,6.081,4.702,,,TYC 8181-868-1,USNO-A2 0375-09250615,,HIP 48374
https://server6.sky-map.org/starview?object_type=1&object_id=1182&object_name=HD+1,ψα Dra (Dziban),Draco,17h41m56.30s,+72Â°08'56.0",4.58,22.036 parsecs,25.4,-267.8,5.057,4.6,,,TYC 4436-1425-1,USNO-A2 1575-03842834,,HIP 86614
https://server6.sky-map.org/starview?object_type=1&object_id=1183&object_name=HD+1,13 Vul,Vulpecula,19h53m27.70s,+24Â°04'47.0",4.58,110.132 parsecs,20.4,32.6,4.563,4.631,,,TYC 2140-3051-1,,,HIP 97886
https://server6.sky-map.org/starview?object_type=1&object_id=1184&object_name=HD+1,62 Sgr,Sagittarius,20h02m39.50s,-27Â°42'35.0",4.58,137.363 parsecs,31.9,13.9,6.528,4.676,,,TYC 6900-2236-1,USNO-A2 0600-42068320,,HIP 98688
https://server6.sky-map.org/starview?object_type=1&object_id=1185&object_name=HD+1,μ Phe (Al Rial ath Thani),Phoenix,00h41m19.60s,-46Â°05'06.0",4.59,75.815 parsecs,-23.3,0.1,5.826,4.706,,,TYC 8024-1169-1,USNO-A2 0375-00214346,,HIP 3245
https://server6.sky-map.org/starview?object_type=1&object_id=1186&object_name=HD+1,HD 23319,Eridanus,03h42m50.10s,-37Â°18'49.0",4.59,54.526 parsecs,-90.5,-71.7,6.13,4.717,,,TYC 7034-1311-1,USNO-A2 0525-01285122,,HIP 17351
https://server6.sky-map.org/starview?object_type=1&object_id=1187&object_name=HD+1,ψβ Ori,Orion,05h26m50.20s,+03Â°05'44.0",4.59,434.783 parsecs,-6,-12.9,4.332,4.574,,,TYC 105-2801-1,USNO-A2 0900-01646553,,HIP 25473
https://server6.sky-map.org/starview?object_type=1&object_id=1188&object_name=HD+1,42 Ori (Mizan Batil al Awwal),Orion,05h35m23.20s,-04Â°50'18.0",4.59,240.964 parsecs,-6.7,0.4,4.385,4.607,,,TYC 4774-928-1,,,HIP 26237
https://server6.sky-map.org/starview?object_type=1&object_id=1189&object_name=HD+1,1 Pup,Puppis,07h43m32.40s,-28Â°24'40.0",4.59,299.401 parsecs,0,0,6.769,4.803,,,TYC 6552-3227-1,USNO-A2 0600-07347614,,HIP 37648
https://server6.sky-map.org/starview?object_type=1&object_id=1190&object_name=HD+1,φ UMa,Ursa Major,09h52m06.40s,+54Â°03'52.0",4.59,133.869 parsecs,0,21.7,4.618,4.563,,,TYC 3814-1752-1,USNO-A2 1425-07401622,,HIP 48402
https://server6.sky-map.org/starview?object_type=1&object_id=1191&object_name=HD+1,2 Sco,Scorpius,15h53m36.70s,-25Â°19'38.0",4.59,132.979 parsecs,-14.4,-23.5,4.581,4.694,,,TYC 6782-2147-1,USNO-A2 0600-18984441,,HIP 77840
https://server6.sky-map.org/starview?object_type=1&object_id=1192&object_name=HD+1,13 Sco,Scorpius,16h12m18.20s,-27Â°55'35.0",4.59,143.472 parsecs,-10.5,-25,4.372,4.543,,,TYC 6801-1004-1,USNO-A2 0600-19897657,,HIP 79404
https://server6.sky-map.org/starview?object_type=1&object_id=1193&object_name=HD+1,σ Ara (Sigma Arae),Ara,17h35m39.60s,-46Â°30'20.0",4.59,118.203 parsecs,-23.1,-38.6,4.529,4.561,,,TYC 8342-6346-1,USNO-A2 0375-32616267,,HIP 86092
https://server6.sky-map.org/starview?object_type=1&object_id=1194&object_name=HD+1,113 Her,Hercules,18h54m44.90s,+22Â°38'42.0",4.59,149.031 parsecs,5.1,1,5.541,4.667,,,TYC 2109-2837-1,USNO-A2 1125-10726108,,HIP 92818
https://server6.sky-map.org/starview?object_type=1&object_id=1195&object_name=HD+1,δ CrA (Biēsì),Corona Australis,19h08m20.90s,-40Â°29'48.0",4.59,53.562 parsecs,47.9,-24.7,5.969,4.693,,,TYC 7921-2856-1,USNO-A2 0450-36882018,,HIP 94005
https://server6.sky-map.org/starview?object_type=1&object_id=1196&object_name=HD+1,π Dra (Tais al Awwal),Draco,19h20m40.10s,+65Â°42'53.0",4.59,68.871 parsecs,13.4,40.8,4.629,4.58,,,TYC 4229-1852-1,USNO-A2 1500-06827692,,HIP 95081
https://server6.sky-map.org/starview?object_type=1&object_id=1197&object_name=HD+1,31 Vul,Vulpecula,20h52m07.70s,+27Â°05'49.0",4.59,66.401 parsecs,-67.2,-62.6,5.603,4.66,,,TYC 2179-2496-1,USNO-A2 1125-17275232,,HIP 103004
https://server6.sky-map.org/starview?object_type=1&object_id=1198&object_name=HD+1,ζα Aqr (Sadaltager),Aquarius,22h28m49.70s,-00Â°01'13.0",4.59,31.716 parsecs,0,0,4.79,4.338,,,TYC 5226-1605-1,,,HIP 110960
https://server6.sky-map.org/starview?object_type=1&object_id=1199&object_name=HD+1,β Mon (Cerastes),Monoceros,06h28m49.00s,-07Â°01'58.0",4.6,211.864 parsecs,,,,,,,,USNO-A2 0825-02523233,,
https://server6.sky-map.org/starview?object_type=1&object_id=1200&object_name=HD+1,πβ UMa (Muscida),Ursa Major,08h40m12.80s,+64Â°19'40.0",4.6,77.399 parsecs,-56.1,25.9,6.108,4.722,,,TYC 4130-2355-1,USNO-A2 1500-05076624,,HIP 42527
https://server6.sky-map.org/starview?object_type=1&object_id=1201&object_name=HD+1,τα Hya (Ukdah Prima),Hydra,09h29m08.90s,-02Â°46'08.0",4.6,17.1 parsecs,0,0,5.118,4.64,,,TYC 4885-1568-1,USNO-A2 0825-06881173,,HIP 46509
https://server6.sky-map.org/starview?object_type=1&object_id=1202&object_name=HD+1,υβ Hya,Hydra,10h05m07.50s,-13Â°03'53.0",4.6,84.962 parsecs,-38.3,20.1,4.481,4.574,,,TYC 5485-1309-1,USNO-A2 0750-07130532,,HIP 49402
https://server6.sky-map.org/starview?object_type=1&object_id=1203&object_name=HD+1,ι Ant (Iota Antliae),Antlia,10h56m43.10s,-37Â°08'16.0",4.6,60.976 parsecs,75.1,-125.8,5.886,4.707,,,TYC 7211-2295-1,USNO-A2 0525-13617805,,HIP 53502
https://server6.sky-map.org/starview?object_type=1&object_id=1204&object_name=HD+1,HD 97534,Carina,11h12m36.00s,-60Â°19'03.0",4.6,3846.154 parsecs,-5.8,1,5.197,4.679,,,TYC 8959-2615-1,USNO-A2 0225-10717656,,HIP 54751
https://server6.sky-map.org/starview?object_type=1&object_id=1205&object_name=HD+1,HD 114529,Centaurus,13h12m17.40s,-59Â°55'15.0",4.6,106.157 parsecs,-35.2,-16.7,4.481,4.578,,,TYC 8661-2284-1,USNO-A2 0300-17780886,,HIP 64425
https://server6.sky-map.org/starview?object_type=1&object_id=1206&object_name=HD+1,ο Boo (Omicron Boötis ),Bootes,14h45m14.50s,+16Â°57'52.0",4.6,69.061 parsecs,-60.8,-51.9,5.818,4.71,,,TYC 1477-189-1,USNO-A2 1050-07279196,,HIP 72125
https://server6.sky-map.org/starview?object_type=1&object_id=1207&object_name=HD+1,HD 132813 (RR Ursa Minoris),Ursa Minor,14h57m35.00s,+65Â°55'57.0",4.6,121.951 parsecs,-79.6,33.3,6.592,4.865,,,TYC 4186-1373-1,USNO-A2 1500-05858953,,HIP 73199
https://server6.sky-map.org/starview?object_type=1&object_id=1208&object_name=HD+1,HD 137058,Lupus,15h25m20.20s,-38Â°44'01.0",4.6,114.679 parsecs,-48,-16.6,4.6,4.592,,,TYC 7835-2634-1,USNO-A2 0450-20531868,,HIP 75501
https://server6.sky-map.org/starview?object_type=1&object_id=1209&object_name=HD+1,52 Sgr (Pikalova Oksana),Sagittarius,19h36m42.40s,-24Â°53'01.0",4.6,58.005 parsecs,0,0,4.513,4.587,,,TYC 6893-2132-1,USNO-A2 0600-41096674,,HIP 96465
https://server6.sky-map.org/starview?object_type=1&object_id=1210&object_name=HD+1,τ Peg (Salm),Pegasus,23h20m38.20s,+23Â°44'25.0",4.6,51.282 parsecs,31,-8.1,4.788,4.602,,,TYC 2237-1659-1,USNO-A2 1125-19771659,,HIP 115250
https://server6.sky-map.org/starview?object_type=1&object_id=1211&object_name=HD+1,33 Psc,Pisces,00h05m20.10s,-05Â°42'27.0",4.61,39.401 parsecs,-13,88.9,5.935,4.727,,,TYC 4669-996-1,USNO-A2 0825-00022187,,HIP 443
https://server6.sky-map.org/starview?object_type=1&object_id=1212&object_name=HD+1,θ And (Theta Andromedae),Andromeda,00h17m05.50s,+38Â°40'54.0",4.61,77.64 parsecs,-53.4,-13.5,4.677,4.607,,,TYC 2782-2251-1,USNO-A2 1275-00178378,,HIP 1366
https://server6.sky-map.org/starview?object_type=1&object_id=1213&object_name=HD+1,HD 26961,Perseus,04h18m14.60s,+50Â°17'44.0",4.61,97.561 parsecs,45.9,-59.7,4.656,4.6,,,TYC 3336-2435-1,USNO-A2 1350-04435615,,HIP 20070
https://server6.sky-map.org/starview?object_type=1&object_id=1214&object_name=HD+1,HD 65810,Puppis,07h59m52.00s,-18Â°23'57.0",4.61,73.046 parsecs,-3.6,-36,4.711,4.618,,,TYC 5986-3435-1,USNO-A2 0675-07897546,,HIP 39095
https://server6.sky-map.org/starview?object_type=1&object_id=1215&object_name=HD+1,HD 96566,Carina,11h06m32.40s,-62Â°25'27.0",4.61,113.379 parsecs,-36.5,10.1,5.895,4.719,,,TYC 8962-2641-1,USNO-A2 0225-10465379,,HIP 54301
https://server6.sky-map.org/starview?object_type=1&object_id=1216&object_name=HD+1,υ Sgr,Sagittarius,19h21m43.60s,-15Â°57'18.0",4.61,512.821 parsecs,,,,,,,,,,
https://server6.sky-map.org/starview?object_type=1&object_id=1217&object_name=HD+1,47 Cyg,Cygnus,20h33m54.20s,+35Â°15'03.0",4.61,284.9 parsecs,-2.2,-4.9,6.625,4.815,,,TYC 2694-2168-1,USNO-A2 1200-15339125,,HIP 101474
https://server6.sky-map.org/starview?object_type=1&object_id=1218&object_name=HD+1,ξ Psc,Pisces,01h53m33.30s,+03Â°11'15.0",4.62,58.445 parsecs,20.8,21.6,5.796,4.709,,,TYC 33-1213-1,USNO-A2 0900-00442181,,HIP 8833
https://server6.sky-map.org/starview?object_type=1&object_id=1219&object_name=HD+1,υ Ori (Thabit),Orion,05h31m55.80s,-07Â°18'05.0",4.62,473.934 parsecs,-1.2,-6.5,4.281,4.565,,,TYC 4778-1407-1,USNO-A2 0825-01560500,,HIP 25923
https://server6.sky-map.org/starview?object_type=1&object_id=1220&object_name=HD+1,HD 61556,Puppis,07h38m49.80s,-26Â°48'13.0",4.62,,-19.4,24.1,4.214,4.401,,,TYC 6547-2627-1,USNO-A2 0600-06999566,,HIP 37229
https://server6.sky-map.org/starview?object_type=1&object_id=1221&object_name=HD+1,HD 74395,Hydra,08h43m40.40s,-07Â°14'01.0",4.62,185.185 parsecs,-12.4,0.5,5.64,4.716,,,TYC 4875-1585-1,USNO-A2 0825-06519676,,HIP 42835
https://server6.sky-map.org/starview?object_type=1&object_id=1222&object_name=HD+1,HD 79940,Vela,09h15m45.10s,-37Â°24'48.0",4.62,50.787 parsecs,14.5,-9.2,5.145,4.668,,,TYC 7164-4049-1,USNO-A2 0525-11310205,,HIP 45448
https://server6.sky-map.org/starview?object_type=1&object_id=1223&object_name=HD+1,HD 100673,Centaurus,11h34m45.70s,-54Â°15'51.0",4.62,142.045 parsecs,-56.1,16.3,4.517,4.595,,,TYC 8630-2190-1,USNO-A2 0300-13181456,,HIP 56480
https://server6.sky-map.org/starview?object_type=1&object_id=1224&object_name=HD+1,λ Cru,Crux,12h54m39.20s,-59Â°08'48.0",4.62,110.375 parsecs,-32.8,-15.2,4.413,4.578,,,TYC 8660-2695-1,USNO-A2 0300-16951855,,HIP 63007
https://server6.sky-map.org/starview?object_type=1&object_id=1225&object_name=HD+1,37 Lib,Libra,15h34m10.70s,-10Â°03'52.0",4.62,28.952 parsecs,306.6,-234.9,5.897,4.722,,,TYC 5599-955-1,USNO-A2 0750-09039415,,HIP 76219
https://server6.sky-map.org/starview?object_type=1&object_id=1226&object_name=HD+1,χ Her,Hercules,15h52m40.50s,+42Â°27'06.0",4.62,15.853 parsecs,440.3,630.3,5.278,4.664,,,TYC 3057-2021-1,USNO-A2 1275-08774476,,HIP 77760
https://server6.sky-map.org/starview?object_type=1&object_id=1227&object_name=HD+1,μ Oph,Ophiucus,17h37m50.70s,-08Â°07'08.0",4.62,168.35 parsecs,-11.4,-19.1,4.724,4.616,,,TYC 5660-589-1,USNO-A2 0750-11563310,,HIP 86284
https://server6.sky-map.org/starview?object_type=1&object_id=1228&object_name=HD+1,ζ Ser (Tung Hae),Serpens,18h00m29.00s,-03Â°41'25.0",4.62,23.196 parsecs,154.3,-45,5.052,4.66,,,TYC 5100-600-1,USNO-A2 0825-11710995,,HIP 88175
https://server6.sky-map.org/starview?object_type=1&object_id=1229&object_name=HD+1,θα Ser (Alya),Serpens,18h56m13.20s,+04Â°12'13.0",4.62,40.437 parsecs,46.7,29.8,4.776,4.592,,,TYC 457-687-1,USNO-A2 0900-13702492,,HIP 92946
https://server6.sky-map.org/starview?object_type=1&object_id=1230&object_name=HD+1,υβ Cas,Cassiopeia,00h56m39.80s,+59Â°10'52.0",4.63,63.131 parsecs,-92,-45.2,5.829,4.728,,,TYC 3680-1839-1,USNO-A2 1425-01316330,,HIP 4422
https://server6.sky-map.org/starview?object_type=1&object_id=1231&object_name=HD+1,ε Ari (Al Butain ath Thaalith),Aries,02h59m12.70s,+21Â°20'25.0",4.63,89.686 parsecs,,,,,,,,,,
https://server6.sky-map.org/starview?object_type=1&object_id=1232&object_name=HD+1,ε Ari (Epsilon Arietis B),Aries,02h59m12.70s,+21Â°20'25.0",4.63,,,,,,,,,,,
https://server6.sky-map.org/starview?object_type=1&object_id=1233&object_name=HD+1,ω Per (Gorgonea Quarta),Perseus,03h11m17.40s,+39Â°36'42.0",4.63,93.545 parsecs,-27,7.1,6.044,4.732,,,TYC 2852-2474-1,USNO-A2 1275-02077934,,HIP 14817
https://server6.sky-map.org/starview?object_type=1&object_id=1234&object_name=HD+1,γ Cam (Gamma Camelopardalis),Camelopardalis,03h50m21.50s,+71Â°19'56.0",4.63,102.775 parsecs,18.1,-42,4.674,4.611,,,TYC 4335-2106-1,USNO-A2 1575-01823038,,HIP 17959
https://server6.sky-map.org/starview?object_type=1&object_id=1235&object_name=HD+1,χβ Ori,Orion,06h03m55.20s,+20Â°08'18.0",4.63,10000 parsecs,3.5,-4.4,4.893,4.662,,,TYC 1321-1515-1,USNO-A2 1050-03043684,,HIP 28716
https://server6.sky-map.org/starview?object_type=1&object_id=1236&object_name=HD+1,HD 64740,Puppis,07h53m03.70s,-49Â°36'47.0",4.63,220.751 parsecs,-9.9,14.4,4.333,4.574,,,TYC 8143-3240-1,USNO-A2 0375-04227575,,HIP 38500
https://server6.sky-map.org/starview?object_type=1&object_id=1237&object_name=HD+1,χ Leo (Vladimir Korchagin),Leo,11h05m01.00s,+07Â°20'10.0",4.63,28.952 parsecs,-342.9,-46.8,5.009,4.66,,,TYC 268-1067-1,USNO-A2 0900-06843204,,HIP 54182
https://server6.sky-map.org/starview?object_type=1&object_id=1238&object_name=HD+1,72 Leo (Ho Peen),Leo,11h15m12.20s,+23Â°05'44.0",4.63,2040.816 parsecs,-24.4,-5.2,6.622,4.74,,,TYC 1981-2471-1,USNO-A2 1125-06277046,,HIP 54951
https://server6.sky-map.org/starview?object_type=1&object_id=1239&object_name=HD+1,δ CrB (Galt),Corona Borealis,15h49m35.70s,+26Â°04'06.0",4.63,50.736 parsecs,-78.1,-64.3,5.568,4.685,,,TYC 2037-1827-1,USNO-A2 1125-07395866,,HIP 77512
https://server6.sky-map.org/starview?object_type=1&object_id=1240&object_name=HD+1,ια Nor,Norma,16h03m31.90s,-57Â°46'31.0",4.63,42.992 parsecs,,,,,,,,,,
https://server6.sky-map.org/starview?object_type=1&object_id=1241&object_name=HD+1,υ Oph (Cha Sze),Ophiucus,16h27m48.10s,-08Â°22'18.0",4.63,37.495 parsecs,-78.7,11.6,4.854,4.653,,,TYC 5626-1388-1,USNO-A2 0750-09743580,,HIP 80628
https://server6.sky-map.org/starview?object_type=1&object_id=1242&object_name=HD+1,9 Lac,Lacerta,22h37m22.40s,+51Â°32'43.0",4.63,52.77 parsecs,-51.9,-105,4.933,4.662,,,TYC 3632-3260-1,USNO-A2 1350-17017254,,HIP 111674
https://server6.sky-map.org/starview?object_type=1&object_id=1243&object_name=HD+1,ι Tau,Taurus,05h03m05.70s,+21Â°35'24.0",4.64,49.975 parsecs,68.2,-41.2,4.825,4.633,,,TYC 1293-2747-1,USNO-A2 1050-01611465,,HIP 23497
https://server6.sky-map.org/starview?object_type=1&object_id=1244&object_name=HD+1,HD 56618,Canis Major,07h16m35.00s,-27Â°52'52.0",4.64,138.889 parsecs,-12.1,40.2,6.722,4.857,,,TYC 6545-482-1,USNO-A2 0600-05545439,,HIP 35205
https://server6.sky-map.org/starview?object_type=1&object_id=1245&object_name=HD+1,21 Lyn,Lynx,07h26m42.80s,+49Â°12'41.0",4.64,76.278 parsecs,-10.3,-49.5,4.594,4.607,,,TYC 3401-1648-1,USNO-A2 1350-07106463,,HIP 36145
https://server6.sky-map.org/starview?object_type=1&object_id=1246&object_name=HD+1,HD 60863,Puppis,07h35m22.80s,-28Â°22'10.0",4.64,68.966 parsecs,-59.7,-16.2,4.495,4.617,,,TYC 6551-3461-1,USNO-A2 0600-06767211,,HIP 36917
https://server6.sky-map.org/starview?object_type=1&object_id=1247&object_name=HD+1,HD 110073,Centaurus,12h39m52.50s,-39Â°59'15.0",4.64,108.814 parsecs,-41.5,-24.8,4.521,4.613,,,TYC 7762-1975-1,USNO-A2 0450-14556782,,HIP 61789
https://server6.sky-map.org/starview?object_type=1&object_id=1248&object_name=HD+1,HD 139664,Lupus,15h41m11.30s,-44Â°39'40.0",4.64,17.516 parsecs,-168,-265.6,5.113,4.681,,,TYC 7849-3219-1,USNO-A2 0450-21553093,,HIP 76829
https://server6.sky-map.org/starview?object_type=1&object_id=1249&object_name=HD+1,1 Sco (Münhan),Scorpius,15h50m58.70s,-25Â°45'05.0",4.64,160 parsecs,-13.5,-24.5,4.534,4.622,,,TYC 6782-2148-1,USNO-A2 0600-18875918,,HIP 77635
